fetchdate_orig	page_domain_root	page_url	title_new	OR and OR2 and AND filters	ID	Regex String (AND)	Regex String (OR)	Regex String (OR)#2
28/01/2022 00:00:00	tass.ru	https://tass.ru/mezhdunarodnaya-panorama/13553849	лукашенко  минск будет добиваться признания геноцида белорусского народа в годы войны	True	262406	(?=.*).*	(геноцид)	()
29/01/2022 00:00:00	tass.ru	https://tass.ru/obschestvo/13563799	путин поручил предусмотреть в плане воспитательной работы дни памяти о геноциде народов	True	257986	(?=.*).*	(геноцид)	()
09/06/2022 00:00:00	regnum.ru	https://regnum.ru/news/society/3613693.html	геноцид памяти  в литве узаконено уничтожение мемориалов советским воинам	True	388822	(?=.*).*	(геноцид)	()
14/06/2022 00:00:00	regnum.ru	https://regnum.ru/news/polit/3589878.html	официальные голоса азербайджана обвиняют россию в геноциде на украине	True	352923	(?=.*).*	(геноцид)	()
15/06/2022 00:00:00	regnum.ru	https://regnum.ru/news/polit/3618856.html	антонов призвал сша не потворствовать геноциду русскоязычного населения	True	392993	(?=.*).*	(геноцид)	()
20/06/2022 00:00:00	regnum.ru	https://regnum.ru/news/3624197.html	в белорусских школах появится факультатив о геноциде белорусов	True	353717	(?=.*).*	(геноцид)	()
20/06/2022 00:00:00	regnum.ru	https://regnum.ru/news/polit/3519800.html	журавлёв настаивает на законе о геноциде русских в отечественную войну	True	353658	(?=.*).*	(геноцид)	()
20/06/2022 00:00:00	regnum.ru	https://regnum.ru/news/polit/3584629.html	орловский облсуд признал преступления нацистов геноцидом	True	353657	(?=.*).*	(геноцид)	()
20/06/2022 00:00:00	regnum.ru	https://regnum.ru/news/society/3567531.html	забайкалье готовится ко дню памяти жертв геноцида советского народа	True	353655	(?=.*).*	(геноцид)	()
20/06/2022 00:00:00	regnum.ru	https://regnum.ru/news/society/3572948.html	орловский суд приступил к рассмотрению дела о геноциде жителей в годы войны	True	353654	(?=.*).*	(геноцид)	()
21/06/2022 00:00:00	regnum.ru	https://regnum.ru/news/3624399.html	миронов предложил признать демарш литвы геноцидом калининградской области	True	389285	(?=.*).*	(геноцид)	()
23/06/2022 00:00:00	regnum.ru	https://regnum.ru/news/3627007.html	россия и белоруссия создадут группу по расследованию геноцида в годы войны	True	401491	(?=.*).*	(геноцид)	()
23/06/2022 00:00:00	regnum.ru	https://regnum.ru/news/3627381.html	философ  нужно прояснить  что в белоруссии понимают под геноцидом	True	401005	(?=.*).*	(геноцид)	()
26/06/2022 00:00:00	regnum.ru	https://regnum.ru/news/3629685.html	матвиенко назвала заморозку счетов граждан россии за рубежом геноцидом	True	383376	(?=.*).*	(геноцид)	()
17/06/2022 00:00:00	runews24.ru	https://runews24.ru:443/politics/17/06/2022/673d54scce6d1d3f0a020d94d9ed5b10	представитель запорожской области рогов назвал политику киева в отношении крыма геноцидом	True	471192	(?=.*).*	(геноцид)	()
19/01/2022 00:00:00	rusplt.ru	https://rusplt.ru/policy/vladimiru-putinu-predlozhat-stat-61e84a7.html	владимиру путину предложат стать спасителем народов от  геноцида	True	7050	(?=.*).*	(геноцид)	()
21/01/2022 00:00:00	rusplt.ru	https://rusplt.ru/abroad/kitai-osuzhdaet-rezolyutsiyu-parlamenta-61ea90b.html	китай осуждает резолюцию парламента франции  обвиняющую пекин в геноциде	True	2079	(?=.*).*	(геноцид)	()
19/04/2022 00:00:00	kuban.kp.ru	https://pda.kuban.kp.ru/online/news/4714331/	школьники краснодарского края приняли участие в едином уроке истории о геноциде советского народа в годы великой отечественной войны	True	460808	(?=.*).*	(геноцид)	()
05/01/2022 00:00:00	lenta.ru	https://lenta.ru/news/2022/01/05/zakon/	лукашенко подписал закон  о геноциде белорусского народа	True	281093	(?=.*).*	(геноцид)	()
09/01/2022 00:00:00	lenta.ru	https://lenta.ru/news/2022/01/09/otkaz/	литва и латвия отказались содействовать минску по делу о геноциде белорусов	True	280309	(?=.*).*	(геноцид)	()
14/01/2022 00:00:00	lenta.ru	https://lenta.ru/news/2022/01/14/nogenocide/	в индии арестовали богослова за призывы к геноциду мусульман	True	275639	(?=.*).*	(геноцид)	()
07/05/2022 00:00:00	pda.kp.ru	https://pda.kp.ru/online/news/4737477/	ск россии возбудил дело о геноциде в годы великой отечественной войны	True	337186	(?=.*).*	(геноцид)	()
